rating,review
30,"Every time. I went out security fallowed me and wife not to see if we were ok .but to check us out, to Mr.villatoro if you already know who is staying.  Why not to give your guess a security and friendly hospitality. I' m coming back in august hope to have a better time than last. Mr cruz from california."
40,"Located near the airport and the Museum of Archaeology in a nice part of the city. The lobby area is elegant with several shops, restaurants and tourist services.  The rooms are adequate but nothing fancy.  Internet connection is an extra $10 for a 24 hour period.  The breakfast buffet is excellent with a variety of fruit juices, made to order omelets, good breads, fruit and a variety of traditional foods as well, The outside dining area is delightful.  The pool is large and pleasant.  We walked to a restaurant about 3 blocks away for dinner and felt very safe."
40,"I stayed four nights at the Barcelo Hotel as part of the Caravan Guatemala tour.  The only decent wing of the hotel is the Maya section.  Caravan tours books guests into the older, out dated section of the hotel so beware.  Request a change to the Maya wing.  The room was decent with adequate amenities.  The bathroom was an ample size with a separate door for the toilet.  The air conditioning functioned well and the room was nicely decorated. The breakfast and dinner buffets were excellent.  The variety offered was wonderful.  The salads were safe to eat and the vegetarian choices were varied each day.  The hotel used too much air freshener in the hallways. The spray permeated the room and it was quite bothersome.  The Barcelo needs to invest in natural alternatives to chemical"
50,"Great hotel! It has a great location since everything is nearby! Malls, fast food restaurants, grocery shops, souvenir shops and also la zona viva! The great thing aboutthe hotel is that you have breakfast buffet included in your reservation fee! The food is delicious and the pool is great! Even if the weather is chilly the pool is always warm! What I love the most is seeing airplanes land and depart everyday every hour! Amazing city!"
40,"Crashed at the Barcelo & as any other Barcelo world wide goes, it's a good place and in a good neighborhood. The parking was an issue as I arrived at 2 am.  I had to drive around the block to enter their parking lot (free of cost) as valet was not available at this hour... say what? A Barcelo in Latin America not offering this? Weird! The staff is helpful, the breakfast was superb-better than what the Westin offers.  This is a hotel which I'll always return as it's easy to get in/out of the city and to/from the airport.  Does the price match the quality... it would if I actually used the gym, pool, etc ;-) I usually just arrive to sleep & continue out of the city. Happy travels!"
40,"We stayed at the Barcelo on our last night in Guatemala before flying out the next day.  The hotel is very nice and has a nice pool area adjacent to eating areas and a nice indoor basketball/soccer area besides a workout area with machines and weights.  Most rooms seemed to have a balcony with table and chairs.  We ate at the buffet for dinner and for breakfast and both offered a very nice variety of food items and also a variety of fruit juices.  Although the hotel was very nice, we were still advised to not walk around that part of the city at night and, of course, to not drink water from the tap.  There was only one elevator in service, so the wait was a little long.  We used their complimentary airport shuttle service.  Be sure to inquire the night before.  We planned to"
40,"We stayed over 6 nights at the Barcelo.  The breakfast was included and it was wonderful.  The staff were very helpful and the large heated pool was great.  It is walking distance to the zoo, museums & a mall."
40,"Was here on vacation, and had a great time. Front desk staff were wonderful. The wait staff in the Sports Bar were great as well. The decor seems a little dated. The rooms and common areas could use a little updating. The bathrooms were clean, and they offered a lot of amenities like a show horn, some toiletries, etc. If I come back to Guatemala City, i would stay here again."
20,"For logistical reasons I decided to stay in this property once more. I think this was not a good decision. Once more the airport shuttle was not there when I arrived although I made sure they had ALL my flight details. They confirmed the shuttle was going to be there. However, after 25 minutes wait, nothing. After checking in, I went to my room and decided to make some phone calls, the line was not activated. I called the operator and he explained to me that although I had left a cash deposit for incidentals, it was in US dollars, in order to be able to use the phone I had to leave a cash deposit in local currency. This was ODD for me. So when I went dons stairs again, I checked with the front desk and they said my cash deposit was good enough for phone calls. Contradictory and"
40,"I'll keep it short and brief since there are so many reviews on here, but here is a quick overview:  Stayed here for 1 night on our way up to Antigua. This hotel is very secure, super nice and the pool area is right up there with many resorts.   The beds are a bit firm, but no problem for us tired Americans to get to bed at night!!"
40,"Spent one evening at the Barcelo and enjoyed the stay. The airport is nearby yet quiet, plenty of shopping and eateries. The staff is friendly and helpful."
40,"We arrived from San Salvador by Bus at noon which stopped at some Hotel and walked across   La Reforma Street to Barcelo Hotel around 400 yards away, but the entrance is on a side street. The Hotel is close to many other large Hotels and Restaurants by crossing La Reforma again.and going a block to the left than a block to the right and ""everything"" is in a 3 block area.  Barcelo has a pool like most, the rooms are very large and modern with view if you are further up breakfast was not included but is not cheap, you can buy pastry outside, there is a coffee maker in the room.  The first night we had dinner in this ""typical""  Guatemalan restaurant which is advertised in every Magazin it is a little overpriced but have been there the last 3 times I was in Guatemala.   You should"
50,"Our Medical Team of 17 chose to spend our arrival and departure nights at the Barcelo based upon reviews and positive word of mouth commentary.  We were not disappointed! The close proximity to the airport and courteous bi-lingual employees expedited our check-in process and assured us of our comfort & safety.  The buffet breakfast was amazing...don't miss it, especially the Guatemalan coffee!  Also, the hotel front desk is the BEST place we found to exchang currency!  Their exchange rate for purchasing local Q currency was much better than at the airport! The pool, shops and exercise rooms were very inviting, however due to our limited time restraints, we were unable to take advantage of these ammenities!  We will definitely return to this amazing hotel! We give it a 4* !"
10,"After I left the hotel, paid and signed my voucher I found out 3 days later that the hotel charged my credit card $7.69. I emailed the hotel asking for an explanation of this charge, two weeks later I still waiting for a response from them. It's not the amount of money they have taken from my credit card, it's the way this matter has been done. Also I received via email a coupon from Barceló and the manager didn't honor this coupon. The managers at this hotel hide inside the office they don't have the courtesy to talk to the clients when there is a problem. They always have the front desk people talking to the customers. These front desk people are between the managers and the customer. This is a joke."
40,"I have mixed feelings about this hotel. The rooms and lobbies were very comfortable. The food at the breakfast buffet was exceptional. Room service was ok but for some unexplained reason I received tomatoes on my ham and pineapple pizza.    The balconies are very nice although the lock was broken. I was on the fifth floor but it was just the principle that the lock was broken. Other than that it felt very safe with adequate security and high gates circling the property.   The hotel is in zone 9, a $4 - 6 minute cab ride to Zone 10 where there are multiple restaurants and bars etc. Zone 10 is great, you feel fairly safe walking around on the cobble stone sidewalks. At first I was envious of my associates staying in Zone 10 where most of the Guatemala City hotels are"
50,"i visited guatemala in april as part of a group. the barcelo is a modern contemporary hotel not far from the airport and a safe area of guatemala city. i have stayed there twice last time at room 910. the room was spacious quiet, nice bathroom, flat tv, and very good modern safe. sleep quality very good. i ate at the restaurant vista few times, its a buffet style with ample selections. had there breakfast too , it was pretty good with a wide selection of guatemalan and western foods.i did not like much the juices since they seemed to be mixed with water not the natural taste you are used to. they have a pool, a piano bar, and tour desk. would i recommend it ? sure and if i go back definetly stay here."
50,"Staying at the Barcelo our first night after landing in Guatemala City was so nice we booked another night for our departure weeks later. The rooms were comfortable, the service excellent, and the pool and jacuzzi were amazing. We would highly recommend staying at this hotel to any traveler. The value of the rooms, and the central location make this a prime hotel that will continue to be one of our favorite in the future. Also, the buffet breakfast was top notch."
40,"We stayed here at the beginning and end of a Caravan tour. The rooms were good and the staff  were helpful and accommodating. It is very close to the airport, but noise was not a problem on the 8th and 9th floors where we stayed. The furnishings in the rooms were a bit shabby, with pillow covers ripped apart in some cases, and though they were supposed to be non-smoking rooms, I'm not sure that rule was always observed. The buffets for breakfast and dinner were good, and quantity generous."
40,"Closest to airport. Shuttle took nevertheless a long time to pick us up. Very helpfull staff everywherer. Gym a bit outdated but good enough. Wifi iffy. Rooms with nice size, quiet and clean. Pool looked good but did not use it. Japanese restaurant in site very good but A/C cranked all the way up. Breakfast very good. Taxis easy to get."
40,We had the pleasure to stay a total of 4 nights at this lovely hotel.  We were traveling with Caravan Tours which includes two nights at the beginning of the tour and one night at the end.  We added a day pre tour.  The hotel is very convenient to the airport as well as the sights of Guatemala City.  This is not a new hotel but it is very well maintained.  The beds are very comfortable.  I will also add that so are the pillows.  The rooms are very well equiped with the things that you need.  The hair dryer probably wouldn't be very good if you have long/thick hair.  Maid service is great.  I especially liked the old world elegance of the hotel.  The dial phones in the lobby!  Built in ice machine near the elevators.    We  ate at the buffet several times.  The food was
40,"We stayed two nights at the Barcelo.  Frankly, it looked a bit run down to me -- the carpets looked dirty, the reception desk had scratches on it, etc.  The rooms were clean and comfortable, but nothing special.  The highlights for my six year old were the elevator, the breakfast buffet and, of course, the beautiful pool!!  On our next trip to Guatemala City,"
50,"The Barcelo has functioned as a final stopping point for our medical mission group every six months for years (including when the hotel was previously owned by Marriott) The hotel rooms are excellent, the lobby is gorgeous, the food and buffets are fantastic, the pool is beautiful, the free shuttles to the airport are very helpful, and the staff is exceptionally gracious and helpful. There are airline companies on site to assist with travel needs as well as two travel agencies who will assist with in country tour arrangements. Its location in the city is safe comparatively for Guatemala City and is very convenient."
40,"Safe and comfortable in the more secure portion of Guatemala City, and with relatively inexpensive taxis at hand rather than having to try the trams. It's oriented toward businessmen and is heavily attended by both Guatemala and US businessmen and businesswomen. A very good buffet restaurant for breakfast and lunch (the former built in the hotel's cost) and a relaxed sports bar and grill, plus two good dinner restaurants. Shuttle for the airport was very slow, but free. Service was good although some learning under way. Check-in and helpful desk was good but varied sharply among staff. WiFi costly at $10 for 24 hours but they forgot to turn if off even when we returned several days later during March 2012."
40,Excellent hotel and in a safe area near restaurants and commercial area. Guatemala city can be a bit unsafe but this area was very good.  Business type of hotel but very good value. Travelled during January 2011 but trip advisor doesn't go that far in time.
50,"When using Guatemale city as your transit station for the trip into Guatemala this is a perfect choice . Clean ,good beds, great service and a shuttle service to and from airport which is only 2,5 km away. The staff and especially ms. Priscilla gave us a wonderful service in contacting our shuttle to Atitlan and she she more than happy to do it. Breakfast is very good. Don't hesitate choose this hotel . You will like it"
10,"Please read this to see how the hotel deals with problems. Unfortunately we did have a huge problem and I feel that the way the general manager Mr. Angel Rodriguez ultimately handled the situation was extremely uncaring and unprofessional. My wife and I stayed at Barcelo in Guatemala City on March 22, 2012. One night at this hotel as the start of an anniversary trip. Due to a defective sensor in the elevator door my wife spent the rest of our one week trip wearing a neck brace. In the morning before checkout, on our way to breakfast she was struck by the elevator door and suffered a severe whiplash. I advised the assistant manager on duty and they called an ambulance and took her to a local hospital.  They x-rayed and determined no fractures, but that she did have serious muscle"
50,"Perfect central location close to airport, museums, zoo, shopping, etc.  Food in La Vista buffet was wonderful.  Really nice rooms either in the older section with small balcony, or more delux in the newer tower.  Beautiful thing in the gift shop but more expensive than you will find in the crafts markets.  We stayed two nights at the beginning and one night at the end of a 10 days tour of Guatemala with Caravan Tours.  Everything was spot on."
40,"Close to airport, free shuttle, clean and cozy room, nice view and a balcony, good food, great variety at the buffet, swimming pool and hottub were warm and relaxing, excellent massage, there is shopping and a grocers around the corner from the hotel and I strongly recommend you make personal purchases for gifts and liquor there and not at the hotel, busy and crowded city but there is good security here... we thoroughly enjoyed this classy hotel."
40,"I've stayed at Barcelo Guatemala city on numerous occasions during business trips to Guatemala. You have to know that this is Guatemala. The rooms are dated. They look like my grandmothers living room. BUT the bed is extremely comfortable. And they've updated the TVs to flat panels in the main tower. Minibar selection is a bit underwhelming, but the bar in the lobby is great as well as the sports bar for a quick beverage. The hotel food and drink is definitely overpriced. If you get out and around you will quickly realize that. I give this hotel such a good rating because of the staff...The people really are the heart of Guatemala. They all speak English and are very helpful in assisting their customers.  This hotel is very close to the airport...like car alarms being set off by"
50,"The Barcelo is a traveler's oasis for both business and holiday.  I so appreciate the security and the caring staff.  If you need something all you have to do is just inquire and they will do everything possible to assist you. The restaurants are very good and the breakfast buffet is a delight and very fun to look forward to.  The business center is very helpful.  There is an American Airlines in the hotel that is an added bonus. I love to come into Guate this way, relax and then begin my time in the country and I also take extra time here before I depart to take a massage and relax in the jacuzzi and pool.  A full salon is a treat for mani's & pedi's too (especially if I run out of time before I leave - I know I can look forward to their services). I look forward to staying"
40,"The Barcelo Hotel is nice. For the money you get a nice room, good food and excellent service. The Hotel is modern and clean. I see it as a good place to stay if you are flying in or out of Guatemala city, but planning on spending your time elsewhere in the country. There are better hotels with more ambience and character that would add to a stay in Guatemala City with an added cost. If you do not mind the entire hotel being full of American tourist and you are just using the place as somewhere to stay before heading out to another location in the country, this is the hotel for you. It is a 5 min shuttle ride to/from the airport. I have stayed at this hotel 6 times in the last 3 years and recommend it..........  Also. If you are wanting to catch a shuttle to the airport; be 15"
50,"I have stayed in this hotel twice in the past three years and would highly recommend it. It is very clean with spacious rooms, bilingual staff, several restaurants, a pool and an amazing breakfast buffet. It is only minutes from the airport and and has 24 hour security."
50,"We changed from the Camino Real a few years ago. What a difference. Competent helpful staff, well furnished room and a superb buffet breakfast. Location is fine."
50,"Excellent business class hotel with all the amenities.  Stayed 3 nights in conjunction with a nice Caravan tour.  It was especially nice to return to at the end of a 10-day trip through the country.  The property is immaculate, well maintained and the staff is extremely friendly and helpful.  Only less-than-great aspect is dining at the hotel's buffet restaurant, La Vista.  Many local and continental choices, but not one item stood out during our 3 breakfasts and 3 dinners.  This was to be repeated throughout most of the tour.  Convenient location, however it's apparently not a great idea to walk around anywhere in the city, but we did venture out during the day and it's a consistently nice area."
50,This was hotel used by our tour group for 3 of 11 nights on tour of country.  Very comfortable.  Loved robes and balcony. Lovely pool and outdoor eating area by restaurant. Friendly and helpful service. Staff spoke excellent English. Great location for arrival and departure as so close to airport. Able to get boarding passes at airline office at hotel or from business centre. Close to fast food outlets and not far from other restaurants across Avenida Reforma but hotel restaurant is fine. Small pizza was large enough for two. Beer in restaurant is quite expensive but you could pick up your own at a small market or store nearby and enjoy it on your balcony.
30,"Seemed like a generic big-city business hotel to me.  But everything was there that needed to be there, and it all worked, and everything was clean.Was only there one night so maybe not enough time to form a better impression.  Employees were helpful and courteous, all seemed to speak English quite well.  Extremely convenient to GUA airport if you're arriving late in the evening and need a place to crash before you get your trip started."
50,"Stayed here for 3 nights during a 5 day escorted tour that included Guatemala city, Antigua,Chichicastenango, and Lake Atitlán. The hotel sits right smack dab in the middle of a major thorough fare in the city.  The compound is gated and secure.  There are several fast food restaruants within a block and numerous shops with local items.  The sidewalk stands are a great place to pickup soft drinks and local beer at a fraction of the cost at the hotel. There is a great mall about a 15 minute walk or you can take the hotel shuttle which runs in the evening. The breakfast buffet is exceptional with selections to suite every culinary taste, excellent coffee and juices.  You can eat inside or poolside which is georgeous with beautifl greenery and a lovely pool.  The rooms are nicely"
40,"This is a very nice hotel with a beautiful restaurant that overlooks a lovely pool.  The morning breakfast was superb (except the orange juice that was like tang).  There was a really nice gift shop inside the hotel that was really good too - I am sorry I did not buy one of the walking sticks they were selling!  The rooms were very comfie, the bathroom was a little small, but we managed.  Here is a hint for you - NEVER take one of the white cabs that lurk around outside.  They do not use a meter and you can get really ripped off.  Always call for a yellow cab, and if you are not Spanish speaking - have the hotel write the address on a piece of paper for you.  Take a cab to the Artisans Village over near the airport.  It is a little touristy, but very secure and there must be 25"
40,"Value for money, really like the room.  Nice breakfast buffet selection as well.  Not everyone though can speak or understand English so you would have to be patient.  Also, their process for laundry delivery does not make sense!"
50,"this hotel is just superb.  Very high class and felt very safe.  I was nervous going to Guatemala with the current warnings and risk factors.  To use the lift to your room in the evenings you had to swipe your room card.  This just gave an extra feeling of safety.  I then went to Tikal for two nights and they stored my luggage.  I walked into the hotel on my return to hear a pianist playing As Time goes By from Casablance (-:  Great hotel I wish I could have stayed longer.  I did not have time to explore the city and not sure whether I would have felt comfortable doing so.  Clark Tours, whom you can access through the hotel, were great in ensuring I got transfers to and from airports on arrivals and for travel to Tikal."
30,"We were booked on a Caravan tour last Feb/March (which was fabulous, by the way).  As travel from our neck of the woods at that time of the year is often subject to delays due to storms, we chose to arrive a day before the tour began.  To keep things simple, we elected to stay at the same hotel our tour began at  - the Barcelo.  Unfortunately, because we arrived ""pre-tour"", Caravan had no input as to room assignment, and we ended up in one of the noisiest rooms in the hotel.  On a Friday or Saturday night, at anything below the 7th or 8th floor, you do not want to be on the airport side of the hotel.  There is a nightclub down below that keeps things thumping long into the evening.  I don't think its part of the hotel, I think its across the street, but whatever, it is very"
50,"I stayed at the Barcelo Guatemala City for 1 night, I flew in for the US. The hotel has a great free transit from the airport directly to the hotel. Check in was great and the room was wonderful. Bedding is wonderful. I slept like on a cloud. Dinner and breakfast were delicious. The hotel is located in the business end of town with excellent service."
40,"We stayed here as as transit point for our trip to Tikal.  Our flight arrived in the late afternoon and we needed a night to stop over before heading to Flores.  Hotel picked us up and dropped us off at the airport for free.  Since we were coming back to GUA they stored baggage for free. Hotel is close to the Heldman Alas Bus Station. (10 min cab ride) and the Airport. You can walk to the Zona Viva with little issue.  I would highly recommend if you are using GUA as a pivot point,"
40,"This is the second time I stay in this property in less than 6 months and the change I notice is significant. They were on time picking me up at the airport, they gave me a room nicer than the one I had booked (at least for 2 o the three nights). The service was much better this time. The only glitch I noticed was that the breakfast is stillo the same over and over again. Perhaps it is time to consider options. But overall I am happy with the hotel."
40,"We slept in this hotel for 1 night only before flying to Tikal after several days spent in Chichicastenango, Lake Atitlan area and Antigua Guatemala. It's a proper chain hotel, with all pluses and minuses that come with this fact. But having wide choice buffet breakfast (and dinner) after several days of mostly egg dishes for breakfast in other hotels was more than welcome change. Yes, this hotel really lacks breathtaking views or almost any sort of local flavor, but it is entirely what a member hotel of international chain IMO should be - roughly the same quality in a different places around the globe. And sadly this applies to incomprehensible charge for wi-fi ($10/day) as well! It's quite typical for almost all big hotel chains I've experienced in recent years. So if you're"
30,"There was too much smoke on our floor, the door crack allowed the smell to penatrate our room non stop. That right there is a killer  Pros:  Corner room with 2 balconies,  nice flatscreen (only 3 English stations),  killer king size bed, bathroom phone, bathrobe, good breakfast buffet Friendly staff  Cons:  Toilet doesn't flush properly, non functioning light switches (fake),  no bathroom fan, $10 for internet/24 hours, shower door allows water to ""flood"" floor if you are not careful"
30,"An average hotel in the city, The only hotel during our 2 week trip in Mexico and Guatemala that charged for internet access and it was very slow. The food was average, again the only hotel that served crystalised orange as fresh orange juice."
10,The management at this establishment need to deicde if it is a hotel or a nightclub.  We decided to stay at the Barcelo in Guatemala City as we had an early flight and wanted to avoid the problems that can come with an early morning shuttle from Antigua.  The music and DJ at a function at the hotel were so loud that the mirror in the bathroom was vibrating on the wall.  Hence it was impossible to sleep.  When we inquired with the front desk about the noise we were told the function would be finishing in 30 minutes.  Rather than going to the trouble of changing rooms we decided we could wait 30 minutes.  90 minutes later it was still going and so we asked to move rooms. (the last thing you want to do a few hours before an early morning flight).  We moved to a room 8 floors up and
50,"Guatemala City has little to offer to tourists. But if you need to stay in the city for transit to another location in Guatemala, or for business, then this is a great place to stay.  Nice and clean, and has all the amenities of a 4-5 star hotel.  One big negative is no free wi-fi.  Rooms are nice and have all the regular amenities.  There is a business center, restaurants, spa, and pool.  There is a free airport shuttle which is nice, but we had a slight issue with it, as they took us to the wrong terminal for our flight. The driver never asked us our airline, and we did not know that the local airline operates out of a different (far away) terminal. So we were in a panic to get the right spot in time for our flight. So if you do use the shuttle, make sure to tell the driver"
40,"We arrived Guatemala city on Dec 30 and were upgraded, our room was absolutely lovely with a nice King Bed and TV. After staying in Belize and Tikal, it was refreshing to be in a modern hotel with all amenities. The hotel is 5 star, and has a shuttle to receive and drop off people to and from the airport. They are also able to arrange a shuttle to Antigua at reasonable rates. Their restaurant has good food, I really liked their food and milk shakes, yummy! Their breakfast was amazing, buffet-type with a large variety of cereals, juices, omlettes, guacamole, salsa, french toast or pancakes, some meat variations, bread, desserts, and coffee. Very tasty and filling. They have a nice souvenir shop as well.  The second night I had a hard time sleeping. I wasn't sure if new mosquitoes"
50,I stayed in this hotel for 3 nights while on vacation and it was fabulous. Definitely equivalent to any four-star hotel in the US. Shuttles run from the airport at quick intervals. The amenities in the room are great - I never even unpacked most of my toiletries. Room service is well worth it. One of our travel companions gave a thumbs up to a massage in the spa. Breakfast buffet is huge. There is a sports bar with pretty good food and NBA games on the multiple TVs. There is a small jewelry shop near the buffet that has very good prices. Hotel staff will discourage you from leaving the hotel at night and there are security guards everywhere. You'll feel very safe while in the hotel.
40,Barcelo is a regular commercial city hotel. Presented in such a clinical way that there is no reason to criticise it. A bath that didn’t drain was made good immediately but they failed to plunge the hand basin. All other amenities was as to be expected in a large hotel. The swimming was incredibly warm and welcoming. Breakfast had a wide selection. It is almost unbelievable that a hotel of this size should charge for a wifi facility especially since for those like ourselves who as a matter of principal will not pay $10 for an evenings use have to venture out into unlit streets to a KFC to wish relatives at home Happy Christmas. Reception were cold and disinterested.
50,"I stayed for one night as I had an overnight layover in Guatemala City. The price was decent and the hotel was fabulous. My room was clean, large and beautiful. I was very pleased and would return again for sure. The free Breakfast was amazing and the airport shuttle was on time and drivers were friendly and professional."
50,"Barcelo Hotel is a wonderful value.  It is close to the airport but soundproof enough that you are not troubled by aircraft noise.  Fabulous breakfast buffet, wonderful pool and spa area and good gym.  Easy to walk to good restaurants and shopping and convenient to get downtown to tour historic areas.  Hotel service was excellent.  Room was spacious and comfortable."
50,"We regularly stay at the Barcelo because it is an oasis in one of the nastiest cities in this hemisphere, Guatemala City. It is located in a relatively safe area with good restaurants and shopping, which is a change for us living in rurral Guatemala.  The rooms are spacious and the beds are awesome.  The staff are very friendly and helpful.  There is a great pool and the breakfast buffet which is included in the price of the room is the best I've had."
40,"My husband and I stayed at the Barcelo Guatemala City for three nights in early November as part of a Gate 1 tour.  We were met at the airport by a driver from the hotel, which was pleasant.  Our first night we were in a room which overlooked a nightclub, and on a Friday night it was extraordinarily loud.  Fortunately, closing the balcony doors eliminated 90% of the noise.  The beds were comfortable, with lots of pillows, and the bathroom had all of the amenities one expects in a hotel in a city.  Since we had checked in after dark, it was a bit of a surprise to open the drapes in the morning and see volcanoes on the horizon.  As my title says, the breakfast buffet was awesome.  Six kinds of juice, yogurt, cereal, custom-made omelets, tamales, runny Guatemalan oatmeal, sweet"
10,"It is 2:31AM and the party continues somewhere near my room. The hotel reception doesn't answer my calls. The only time the phone was picked-up, whoever answered said the music is usually over by 11:30PM.  But that is just the last of a continuous list of poor service incidents. 1. We arrived to an empty bell station. No help with the bags until we were hauling them on the cart ourselves. 2. Our reservations, made in person last Saturday, were not registered. 3. We were given the wrong minibar key, the wrong internet passcode and the worst location for a good night's sleep. 4. It took 20 minutes to get out of the parking lot and we still don't know why.  There are many more hotels in Guatemala; most that have better service. Don't pay less for less."
50,"We stayed at Barcelo for 3 nights on a tour of Guatemala through Gate 1. It was really nice. The rooms were upscale (though the beds were a bit hard) and had robes and slippers and shoe horns, shaving kits, sewing kits, etc. Both of our rooms had two balconies including a little patio set and great views of the city. They have an hourly shuttle to the airport and taxis always on site to take you somewhere. They had a nice gym and a great pool and huge hot tub. They had several restaurants. We ate at just one, but had a phenomenal breakfast buffet as well as a nice dinner buffet and one night just entrees. The business center was a bit odd- the women there wouldn't let you just use it- they kept wanting to actually lead us to the websites we wanted to go to. Also, we got bad"
50,"Nice modern hotel located near airport. Came as part of my Guatemala tour. Stayed 3 different times at Barcelo on this trip.  One time view terrible (roof and tall building) and 2 times excellent view.  Ask for decent view Included breakfast is excellent Has internet, but $10 Walking distance to nice modern mall with stores and food court Friendly competent staff"
50,"Amazing hotel. The best we've seen in Guatemala. Highly recommended on your trip. They had a good lounge area to sit in as well.  They were very very helpful in everything. Even though we only stayed there for one night, they were willing to keep our bags for 2-3 days while we spent the day in Tikal. We came back and took the free shuttle to the airport. They also promised us lunch boxes since we were leaving earlier than their breakfast, however due to a miscommunication - the boxes were not there.  The rooms themselves are great - very comfortable (the most comfortable bed in Guatemala, really), and good view, and all around quality affair.  Location was great too - right next to Zona Viva.   Room for improvement: 1. Have the shuttle go every half hour during peak hours 2."
40,"We just returned from a quick trip to Guatemala and stayed 3 nights at the Barcelo Guatemala City.  I have no complaints about the service, clean appearance, courtesy of employees and overall experience at the Barcelo.  The buffet breakfast was very good and had a larger selection than many we have experienced.  I would definitely recommend the Barcelo.  We were there as a part of a package tour so I am not aware of the cost of staying as an individual booking separately."
40,"A very nice, comfortable room with an outdoor patio overlooking delightful areas.   Very, very helpful personnel."
50,"Great hotel. Check in was a breeze. They had everything ready before we arrived as we were expected. The front desk staff were amazing.  Anytime you went to the desk for any thing they knew who you were including your name. Rooms were very comfortable and most had balconies. We had 2 rooms at differnt times with 2 balconies each. Great views. King size beds? Just ask. Breakfast was a delight, many choices. Hotel is very close to the airport. The hotel provides a free shuttle to  and from the airport as well as to the main shopping centre. The business center was very well equiped and the staff very helpfull."
50,"I was pleasantly surprised with this hotel. This is an all-around top notch hotel for vacationers and business travellers alike. The lobby is well-kept and gives a nice vibe. The staff are all wonderful. The security seemed good. The rooms were excellent, with all the amenties you could want- instead of just the usual shampoo, conditioner and lotion, they give you a personal bath sponge/pouf, toothbrush and toothpaste, sewing kit, shoe horn, razor and shaving cream, comb, vanity set, shoe buffer and a nice olive oil soap. I didn't like how the shampoo and conditioner were actually in dispensers in the shower. The showerhead was situated so it really was aimed right at your face without so it was hard to shower and not get your hair wet- I heard other members of the group also"
50,Barcelo is a first class stay at all levels. The hotel provides a very nice shuttle van to and from the airport. The rooms are well appointed. The lobby has a number of excellent areas to meet people for business discussions. Breakfast is included in the room rate and is the best buffet service that you will find. I have stayed at this hotel on 5 different occasions and have found it excellent each time.
30,"I stayed in this hotel (previously a Marriott) for the 7th or 8th time this past August (my previous stay had been in 2009). The experience was disappointing. The room was not well maintained, particularly the bathroom, and you knew it had seen better days. The worst part of the experience was checking out. I had to catch an early flight, and so did a lot of other people, but there was only one person at the front desk. There was some sort of problem with a passenger’s bill that resulted in having to wait in line for about 15 min (a lot for someone with a bad back) and missing the shuttle. After some complaining, I was sent to the airport by taxi with another passenger at no extra cost. Breakfast is my favorite part of this hotel; luckily this was still as good as before."
40,"This is a great hotel in Guatemala City.  Nice rooms, beautiful lobby and grounds, great food both at restaurant and at the buffet."
30,"The hotel is one of the biggest in the city but the hotel entrance and the lobby prove that it is not really new. The location though is not so bad. There is a mall called Los Proceres not far from the hotel. They even offer a free shuttle (only from 4pm-8pm) to and from another place called Oakland Mall.        We were given a room in the old building. While it was spacious with a balcony and all, they didn’t pay much attention to cleanliness. The bathroom floor still had strands of hair (obviously not ours). The bedside table was dusty. The amount of cleaning, during a 5 day period, was minimal.   The breakfast is alright with its variety of food. The internet is free for certain packages so it’s best to verify beforehand.  The gym is open 24 hrs so it’s a good thing for"
50,"I spent 3 nights in this hotel and received the best attention from staff all around.  They were friendly, spoke English very well, and would stop whatever they were doing to show or get whatever you needed.  The lockers for the swimming pool are a little hard to find but once you ask they will walk you to them.  The breakfast buffet was top notch.  It is also very close to the airport.  I would definitely stay here again, no hesitation."
50,"This hotel does everything right - service, food, rooms, gym, pool...I couldn't fault it. Guatemala City isn't the greatest spot to spend too much time in, but it is a major business center and has some good museums as well. The incredible old city of Antigua less than an hour away as well.  This is a great hotel choice."
40,"I visited a friend in Guatemala City just for a night and booked at room at the Barcelo based on TripAdvisor reviews.  Although Guatemala City was underwhelming (beyond underwhelming), this hotel was lovely.  The room was spotless, the bathroom was clean and well-equipped.  The breakfast buffet (included in the price) had a terrific spread -- everything you could ask for.  I had some great sushi at the in-hotel restaurant.  I didn't use the swimming pool because the weather wasn't amenable, but it looked lovely and had a large hot tub attached.  I checked around the property.  There was a nice-sized health club, and the staff of the hotel were great.  I was relieved to find that there was a hair salon at the hotel and that it was open on Sunday.  I got a nice haircut, but the"
50,"We flew into Guatemala City in the early am and we were much more exhausted than we realized.  The shuttle was free and easy to find.  The staff at the Barcelo was extremely accomodating and allowed us an early check in.  I was just hoping they would let us store our bags until it was the normal check in time.  I had a child wet the bed and they were very kind and helpful in cleaning up. Everyone we met there was friendly.  My children were adopted from Guatemala and it is evident that the hotel did a major addition to accomodate those families only to see adoptions halted.  The pool is huge and a great temperature.  There is a baby area, hot tub and plenty of lap swimming.  We had it all to ourselves a few times.  The breakfasts were perfect for us because it was buffet style"
40,"It's 10 minutes from the airport(GUA) and you can use the hotel free shuttle, you must pay for internet esperate, breakfast was good, the gym was OK to get by, work out during the day cuz the lighting is dimmed there. Hotel itself is safe but outside is pretty tough, use Taxi and don't walk around at night, I heared thiefs are big on cell fones. the pool and jacuzi are nice surrounded by nice landscapping.  the have a travel industria discnt. for $50 a night."
